"","LL07","LL09","LL11","LL08","LL10","LL12","LL13","LL15","LL17","LL14","LL16","LL18"
"ENSLAIG00005001515",3490.10309618752,3436.7569829391,4154.34476137773,3063.93904420039,3079.38556617538,4196.49469115124,4478.85696045517,4639.22118392171,4188.4378070564,6282.96211616825,5869.2749642084,5356.52947006865
"ENSLAIG00005001516",109.638929084725,108.469854223109,55.0791483112725,128.89813861256,100.435057149227,42.6223423614948,46.6734593073484,29.9519301687915,27.4351821422908,47.7123422091114,60.2491869721992,69.7863705982887
"ENSLAIG00005001517",594.468109790183,589.305917965373,685.046907121451,640.788657750169,575.049094654413,725.30223272781,619.320902347508,376.063123230382,374.947489277974,399.27696901309,348.106413617151,291.060228592863
"ENSLAIG00005001518",891.285286627917,684.627911070529,205.858316813381,846.756440598437,660.068538380736,215.278949554669,245.933227888721,159.743627566888,173.756153567842,254.884354432885,107.109665728354,219.571751394616
"ENSLAIG00005001519",0.833756114712738,0.469566468498305,0,1.68274332392376,0.46713980069408,1.44482516479643,7.18053220113053,3.32799224097684,57.9187178559472,8.78911567009947,11.7151196890387,34.0421319991652
"ENSLAIG00005001520",298.48468906716,236.191933654648,277.461209618035,268.229285833448,265.802546594932,272.349543564128,373.387674458788,509.182812869456,347.512307135683,341.519923181008,497.055792520643,274.03916259328
"ENSLAIG00005001521",92.9638067904703,628.279934850733,214.808678413963,226.160702735354,498.438167340584,205.887585983492,10.7707983016958,9.98397672293051,30.4835357136564,23.8561711045557,5.0207655810166,11.9147461997078
"ENSLAIG00005001522",35.4346348752914,23.9478898934136,18.5892125550545,30.9624771601972,21.4884308319277,23.117202636743,39.4929271062179,29.9519301687915,30.4835357136564,28.8785229160411,45.1868902291494,20.4252791994991
"ENSLAIG00005001523",4.16878057356369,6.57393055897627,4.81942547723634,3.02893798306277,9.34279601388161,10.113776153575,181.308438078546,0,15.2417678568282,138.114674815849,0,23.8294923994156
"ENSLAIG00005001525",0.416878057356369,3.28696527948814,5.50791483112725,1.00964599435426,4.20425820624672,2.16723774719465,10.7707983016958,53.2478758556294,33.5318892850221,15.0670554344562,40.1661246481328,18.7231725995409
"ENSLAIG00005001526",109.638929084725,116.922050656078,135.632402716508,108.36867006069,96.6979387436746,201.553110489103,143.610644022611,143.103666362004,124.982496425991,160.715257967533,174.053206808575,139.572741196577
"ENSLAIG00005001527",0,0,0,0.336548664784753,0,0,1.79513305028263,0,0,3.76676385861406,0,0
"ENSLAIG00005001528",0,0.469566468498305,0,0.336548664784753,0,0.722412582398217,14.3610644022611,0,9.14506071409693,12.5558795287135,0,0
"ENSLAIG00005001529",707.025185276402,735.810656136844,2200.41197503534,675.453170222998,729.672368684154,1856.60033676342,1500.73123003628,2096.63511181541,3249.54490707578,1651.09815802583,1204.98373944398,3679.95446910976
"ENSLAIG00005001530",0.833756114712738,0.939132936996611,0,1.68274332392376,0.46713980069408,0,0,0,3.04835357136564,5.02235181148541,0,5.10631979987478
"ENSLAIG00005001531",0.833756114712738,15.4956934604441,6.19640418501815,2.01929198870852,11.678495017352,3.61206291199109,3.59026610056527,0,0,7.53352771722811,0,3.40421319991652
"ENSLAIG00005001532",200.101467531057,111.756819502597,214.120189060072,188.130703614677,133.601982998507,201.553110489103,789.858542124358,153.087643084934,347.512307135683,345.286687039622,115.477608363382,170.210659995826
"ENSLAIG00005001533",0,0,2.06546806167272,1.00964599435426,0.46713980069408,1.44482516479643,8.97566525141316,0,0,7.53352771722811,0,8.5105329997913
"ENSLAIG00005001534",1322.3371979344,817.045655187051,2890.96679698791,1573.36500786872,1087.03431621513,2821.74354684744,725.233752314184,625.662541303645,829.152171411455,723.218660853899,547.263448330809,670.630000383555
"ENSLAIG00005001535",312.658543017277,314.609533893865,170.745359764945,292.797338362735,232.168480944958,161.820418457201,105.912849966675,79.871813783444,103.644021426432,109.236151899808,73.6378951882435,122.551675196995
"ENSLAIG00005001536",0,0,0,0,0,0,1.79513305028263,0,0,0,0,0
"ENSLAIG00005001537",0,0,0,0,0,0,14.3610644022611,0,0,0,0,1.70210659995826
"ENSLAIG00005001538",480.660400131894,542.818837584041,568.003716959997,445.926980839797,524.597996179452,646.559261246405,804.219606526619,1228.02913692045,847.442292839649,573.803694462208,1348.91235276646,474.887741388355
"ENSLAIG00005001539",181.341954950021,224.45277194219,174.87629588829,146.735217846152,258.328309783826,234.784089279421,213.620832983633,422.655014604058,533.461874988988,222.239067658229,415.049954697372,461.270888588689
"ENSLAIG00005001540",393.949764201769,619.358171949265,713.96345998487,507.178837830622,682.491248814051,558.424926193822,752.160748068423,678.910417159274,932.796192837887,752.09718376994,356.474356252179,774.458502981009
"ENSLAIG00005001541",356.013860982339,349.357452562739,129.43599853149,297.845568334506,362.9676251393,195.051397247519,1166.83648268371,359.423162025498,426.76949999119,1555.67347360761,353.127179198168,757.437436981426
"ENSLAIG00005001542",0.416878057356369,0,0.688489353890906,0,2.80283880416448,0,10.7707983016958,0,3.04835357136564,17.5782313401989,6.69435410802213,6.80842639983304
"ENSLAIG00005001543",245.124297725545,259.670257079563,265.068401247999,249.382560605502,270.006804801178,234.784089279421,172.332772827133,189.69555773568,173.756153567842,149.414966391691,309.613877496024,180.423299595576
"ENSLAIG00005001544",0,0,0.688489353890906,0,0,0,3.59026610056527,0,0,3.76676385861406,0,3.40421319991652
"ENSLAIG00005001545",0,0,0,0,1.40141940208224,0,1.79513305028263,3.32799224097684,0,0,0,1.70210659995826
"ENSLAIG00005001546",6.67004891770191,1.87826587399322,35.1129570484362,7.74061929004931,3.26997860485856,26.729265548734,16.1561974525437,26.6239379278147,6.09670714273129,11.3002915758422,15.0622967430498,17.0210659995826
"ENSLAIG00005001547",0,0,0,0,0,0,0,0,0,1.25558795287135,0,0
"ENSLAIG00005001548",2.91814640149458,4.69566468498305,17.2122338472726,3.02893798306277,2.3356990034704,11.5586013183715,515.203185431116,43.2638991326989,76.2088392841411,455.778426892301,20.0830623240664,47.6589847988313
"ENSLAIG00005001549",135.902246698176,41.7914156963492,126.682041115927,135.629111908255,29.4298074437271,154.596292633218,157.971708424872,176.383588771772,131.079203568723,187.082604977832,199.157034713658,97.0200761976209
"ENSLAIG00005001550",55.4447816283971,114.104651845088,92.2575734213814,70.0021222752285,175.17742526028,77.2981463166092,245.933227888721,289.535324964985,396.285964277534,213.44995198813,383.251772684267,359.144492591193
"ENSLAIG00005001552",0,0,0,0,0,0,1.79513305028263,0,0,6.27793976435676,0,1.70210659995826
"ENSLAIG00005001553",226.364785144508,184.070055651336,286.411571218617,218.08353478052,184.053081473468,366.263179275896,188.488970279676,203.007526699587,182.901214281939,149.414966391691,227.608039672753,114.041142197203
"ENSLAIG00005001554",208.439028678185,192.522252084305,225.136018722326,204.62158818913,194.797296889432,252.844403839376,188.488970279676,279.551348242054,234.723224995155,232.2837712812,369.863064468223,234.89071079424
"ENSLAIG00005001555",0,0,0,0,0.46713980069408,0,0,0,0,0,0,1.70210659995826
"ENSLAIG00005001556",3819.0198834417,4773.61271875377,3103.02151798631,5916.52552691595,5088.55384896062,2394.07529806769,2479.07874244032,778.75018438858,1396.14593568547,2827.58406986629,475.299141669571,1610.19284356051
"ENSLAIG00005001558",860.853188440902,635.323431878207,660.261290381379,764.638566390958,604.011762297446,672.56611421274,585.213374392138,768.766207665649,518.22010713216,557.48105107488,853.530148772822,519.14251298727
"ENSLAIG00005001559",131.733466124613,95.321993105156,14.458276431709,325.77910751164,142.010499411,111.251537689325,39.4929271062179,23.2959456868379,12.1934142854626,46.45675425624,8.36794263502767,5.10631979987478
"ENSLAIG00005001560",0,0.469566468498305,0,2.01929198870852,0.46713980069408,0,5.3853991508479,0,0,7.53352771722811,0,6.80842639983304
"ENSLAIG00005001561",59.6135622019608,38.0348839483627,20.6546806167272,51.1553970472824,31.2983666465034,13.0034264831679,17.9513305028263,26.6239379278147,0,16.3226433873276,8.36794263502767,10.2126395997496
"ENSLAIG00005001562",453.980204461086,355.931383121715,649.245460719124,390.059902485528,347.552011716396,655.950624817581,314.148283799461,362.751154266475,393.237610706168,315.152576170709,502.07655810166,314.889720992278
"ENSLAIG00005001563",102.13512405231,90.1567619516746,114.28923274589,82.1178742074796,90.1579815339575,101.860174118149,113.093382167806,83.1998060244209,94.498960712335,97.9358603239655,122.171962471404,39.14845179904
"ENSLAIG00005001565",12.5063417206911,9.39132936996611,19.9661912628363,25.2411498588564,14.0141940208224,31.0637410431233,7.18053220113053,49.9198836146525,24.3868285709252,17.5782313401989,55.2284213911826,131.062208196786
"ENSLAIG00005001566",63.3654647181681,34.2783522003763,15.8352551394908,51.8284943768519,43.4440014645495,32.5085662079198,23.3367296536742,73.2158293014904,45.7253035704847,46.45675425624,103.762488674343,32.340025399207
"ENSLAIG00005001568",396.867910603264,422.140255179976,461.976356460798,408.57007904869,430.235756439248,514.357758667531,454.168661721506,319.487255133776,283.496882137005,455.778426892301,246.017513469813,389.782411390442
"ENSLAIG00005001569",0,0.469566468498305,0,0.673097329569505,0.934279601388161,0,7.18053220113053,0,0,7.53352771722811,0,0
"ENSLAIG00005001570",8.75443920448375,3.28696527948814,126.682041115927,3.02893798306277,2.80283880416448,75.8533211518128,35.9026610056526,39.935906891722,82.3055464268724,57.7570458320822,40.1661246481328,57.8716243985809
"ENSLAIG00005001571",12.5063417206911,50.713178597817,68.8489353890906,12.7888492618206,57.925335286066,69.3516079102289,19.746463553109,36.6079146507452,21.3384749995595,6.27793976435676,23.4302393780775,30.6379187992487
"ENSLAIG00005001572",96.7157093066777,162.000431631915,79.8647650513451,81.4447768779101,151.353295424882,118.475663513308,341.0752795537,425.983006845035,384.092549992071,330.219631605166,336.391293928112,406.803477390024
"ENSLAIG00005001573",6547.90364689649,5577.51051282287,4553.66858663445,5378.38421192513,3999.65097354272,4205.16364214002,3983.40023857716,5378.03546141857,5621.16398559825,5150.42178267829,3794.02519072154,6449.28190724185
"ENSLAIG00005001574",0,0,0,0,0,0,1.79513305028263,0,0,0,0,0
"ENSLAIG00005001575",353.095714580845,310.853002145878,300.181358296435,326.788753505995,330.734978891409,281.018494552907,305.172618548048,296.191309446938,176.804507139207,234.794947186943,445.174548183472,292.762335192821
"ENSLAIG00005001577",75.8718064388592,70.9045367432441,99.1424669602905,82.1178742074796,113.514971568662,104.749824447742,77.1907211621532,73.2158293014904,88.4022535696037,90.4023326067374,71.9643066612379,52.7653045987061
"ENSLAIG00005001578",0.833756114712738,1.40869940549492,3.44244676945453,0.673097329569505,2.80283880416448,1.44482516479643,8.97566525141316,6.65598448195367,12.1934142854626,15.0670554344562,1.67358852700553,1.70210659995826
"ENSLAIG00005001579",0,0,4.13093612334544,0,1.40141940208224,2.16723774719465,0,56.5758680966062,45.7253035704847,0,98.7417230933265,68.0842639983304
"ENSLAIG00005001580",247.208688012327,255.444158863078,44.063318649018,330.490788818627,232.168480944958,57.7930065918574,195.669502480807,69.8878370605135,100.595667855066,246.095238762785,25.103827905083,78.29690359808
"ENSLAIG00005001581",75.0380503241465,41.3218492278509,56.4561270190543,70.0021222752285,35.5026248527501,61.4050695038485,107.707983016958,66.5598448195367,51.822010713216,48.9679301619827,115.477608363382,54.4674111986643
"ENSLAIG00005001582",0,0,0,0,0,0,7.18053220113053,0,0,0,0,0
"ENSLAIG00005001583",258.881273618305,144.15690582898,156.287083333236,164.572297079744,121.923487981155,167.599719116386,260.294292290982,226.303472386425,124.982496425991,251.11759057427,215.892919983714,156.59380719616
"ENSLAIG00005001584",0.416878057356369,1.40869940549492,0,0,0.46713980069408,0.722412582398217,1.79513305028263,0,0,5.02235181148541,0,0
"ENSLAIG00005001586",868.773871530673,972.941722728489,565.249759544434,1004.59776438249,977.72360285271,538.197373886672,524.178850682529,575.742657688993,731.604857127755,576.314870367951,560.652156546854,743.82058418176
"ENSLAIG00005001588",289.31337180532,1000.17657790139,459.222399045234,386.694415837681,837.114522843792,453.67510174608,312.353150749178,815.358099039325,1042.53692140705,331.475219558037,406.682012062345,1194.8788331707
"ENSLAIG00005001589",202.185857817839,177.026558623861,23.4086380322908,152.119996482708,144.346198414471,51.2912933502734,443.39786341981,66.5598448195367,85.353899998238,473.3566582325,36.8189475941217,125.955888396911
"ENSLAIG00005001590",126.730929436336,183.130922714339,284.346103156944,136.302209237825,123.324907383237,205.165173401094,219.006232134481,642.302502508529,512.123399989428,204.66083631803,481.993495777594,294.464441792779
"ENSLAIG00005001591",0,0,0,0.673097329569505,0,0,0,0,0,1.25558795287135,0,0
"ENSLAIG00005001592",0,0,4.13093612334544,0,0,3.61206291199109,4408.84677149415,502.526828387502,551.751996417182,4555.27309301727,445.174548183472,466.377208388563
"ENSLAIG00005001593",140.487905329096,150.730836387956,190.711551027781,129.907784606914,141.543359610306,212.389299225076,197.46463553109,169.727604289819,118.88578928326,198.382896553674,235.97598230778,156.59380719616
"ENSLAIG00005001595",916.714848126656,520.749213564621,30.2935315711999,1027.48307358785,703.979679645979,26.729265548734,369.797408358222,189.69555773568,207.288042852864,267.440233961598,235.97598230778,148.083274196369
"ENSLAIG00005001596",386.029081111998,231.965835438163,552.856951174398,372.895920581506,193.863017288043,499.187094437168,140.020377922045,286.207332724008,213.384749995595,139.37026276872,209.198565875692,292.762335192821
"ENSLAIG00005001597",615.312012658001,1224.62934984358,354.572017253817,738.051221872962,1552.30555770643,284.630557464898,172.332772827133,9444.84197989226,7599.54545341455,239.817298998428,7860.84531134499,10939.4391179317
"ENSLAIG00005001598",56.2785377431098,27.7044216414,41.3093612334544,41.3954857685246,38.7726034576087,65.7395449982378,57.4442576090442,86.5277982653977,24.3868285709252,42.689990397626,53.5548328641771,45.956878198873
"ENSLAIG00005001600",210.940297022323,108.469854223109,198.284933920581,254.094241912488,72.4066691075825,192.161746917926,849.097932783685,755.454238701742,859.635707125112,887.700682680046,903.737804582988,658.715254183847
"ENSLAIG00005001601",170.920003516111,100.956790727136,109.469807268654,135.96566057304,132.667703397119,126.422201919688,201.054901631655,212.991503422517,155.466032139648,146.903790485948,252.711867577836,129.360101596828
"ENSLAIG00005001602",0,0,0,0,0,0,0,0,0,0,0,0
"ENSLAIG00005001603",523.181961982243,710.923633306434,720.159864169888,606.797242606909,691.366905027239,578.652478500972,540.335048135072,359.423162025498,670.637785700442,632.816328247162,259.406221685858,663.821573983722
"ENSLAIG00005001605",259.298151675662,85.4610972666916,214.120189060072,155.82203179534,93.8950999395102,144.482516479643,619.320902347508,183.039573253726,219.481457138326,317.663752076452,143.928613322476,124.253781796953
"ENSLAIG00005001606",20.4270248104621,12.6782946494542,17.2122338472726,14.1350439209596,10.7442154159639,20.9499648895483,28.7221288045221,39.935906891722,36.5802428563877,18.8338192930703,28.4510049590941,27.2337055993322
"ENSLAIG00005001607",7.08692697505828,7.04349702747458,581.773504037816,4.71168130698654,8.40851641249345,681.235065201519,16.1561974525437,339.455208579637,140.22426428282,15.0670554344562,175.726795335581,42.5526649989565
"ENSLAIG00005001608",292.648396264171,243.70499715062,155.598593979345,373.569017911075,248.518373969251,158.930768127608,114.888515218088,113.151736193212,216.433103566961,116.769679617036,40.1661246481328,212.763324994783
"ENSLAIG00005001610",0,0,0,0,0,0,0,0,0,0,0,0
"ENSLAIG00005001611",141.738539501166,170.922194533383,148.713700440436,150.773801823569,182.184522270691,197.218634994713,226.186764335612,252.92741031424,195.094628567401,222.239067658229,217.566508510719,146.38116759641
"ENSLAIG00005001612",240.538639094625,971.533023322994,422.732463289016,346.30857606351,1201.01642758448,342.423564056755,823.966070079728,798.71813783444,1079.11716426344,1010.74830206144,605.839046776003,1332.74946776732
"ENSLAIG00005001613",0,0,0,0,0,0,1.79513305028263,0,0,1.25558795287135,0,0
"ENSLAIG00005001614",16.2582442368984,19.2522252084305,44.063318649018,18.1736278983766,12.6127746187402,44.7895801086895,423.651399866701,39.935906891722,91.4506071409693,667.97279092756,55.2284213911826,71.488477198247
"ENSLAIG00005001616",100.884489880241,196.278783832292,962.508116739487,144.042828527874,304.108010251846,826.439994263561,129.24957962035,259.583394796193,359.705721421146,180.804665213475,314.63464307704,343.825533191569
"ENSLAIG00005001617",0,0,0,0,0,0,5.3853991508479,0,0,0,0,0
"ENSLAIG00005001618",7.50380503241465,5.16523115348136,46.8172760645816,7.40407062526456,6.07281740902305,62.8498946686449,622.911168448073,76.5438215424672,85.353899998238,716.940721089542,194.136269132642,90.2116497977878
"ENSLAIG00005001619",0.833756114712738,0.469566468498305,0,0.336548664784753,0,0.722412582398217,7.18053220113053,0,0,1.25558795287135,0,0
"ENSLAIG00005001620",1766.31232901894,1593.23902761475,2093.69612518224,1772.93836608608,1613.03373179666,1588.58526869368,3098.39964478782,1640.70017480158,2560.61699994714,3588.47036930633,1194.94220828195,2716.56213353338
"ENSLAIG00005001621",0,0,0,0,0,0,10.7707983016958,6.65598448195367,0,23.8561711045557,3.34717705401107,0
"ENSLAIG00005001623",288.062737633251,256.852858268573,286.411571218617,219.429729439659,209.745770511642,297.633983948066,281.835888894373,352.767177543545,240.819932137886,276.229349631698,302.919523388002,149.785380796327
"ENSLAIG00005001624",16.6751222942548,15.9652599289424,8.95036160058178,8.41371661961881,7.94137661179937,11.5586013183715,136.43011182148,26.6239379278147,48.7736571418503,104.213800088322,46.8604787561549,35.7442385991235
"ENSLAIG00005001625",113.390831600932,171.86132747038,191.400040381672,128.561589947775,168.637468050563,225.392725708244,208.235433832785,176.383588771772,228.626517852423,274.973761678826,194.136269132642,158.295913796118
"ENSLAIG00005001626",569.872304406157,697.775772188482,601.739695300652,707.42529337755,732.475207488318,543.976674545858,660.608962504009,888.573928340815,710.266382128195,631.56074029429,821.731966759717,592.333096785475
"ENSLAIG00005001627",601.138158707884,608.558143173804,446.141101321307,595.018039339443,571.31197624886,493.407793777982,624.706301498356,589.0546266529,420.672792848459,452.011663033687,579.061630343915,306.379187992487
"ENSLAIG00005001628",1390.28832128349,2166.11011918268,1832.75866005759,1998.42597149186,2575.80886102716,1630.48519847278,2024.91008071881,1191.42122226971,2088.12219638547,2218.62391272368,885.328330785927,2726.77477313313
"ENSLAIG00005001629",5926.7553414355,5932.50276300759,450.272037444653,5683.97039954969,6477.82761622481,423.333773285355,504.43238712942,742.142269737834,725.508149985023,452.011663033687,840.141440556778,605.949949585141
"ENSLAIG00005001630",849.59748089228,1227.44674865457,1912.62342510894,963.875375943531,1181.86369575602,2152.06708296429,1340.96438856113,925.18184299156,1228.48648926035,1382.40233611136,975.702111244226,1152.32616817174
"ENSLAIG00005001632",305.988494099575,263.426788827549,284.346103156944,313.663355579389,266.73682619632,343.868389221551,319.533682950309,392.703084435267,338.367246421587,301.341108689125,319.655408658057,185.52961939545
"ENSLAIG00005001633",0,2.34783234249153,0,2.01929198870852,0.934279601388161,0,25.1318627039569,0,3.04835357136564,22.6005831516843,0,3.40421319991652
"ENSLAIG00005001634",2.08439028678185,0.469566468498305,3.44244676945453,1.00964599435426,2.80283880416448,2.16723774719465,0,0,0,0,0,8.5105329997913
"ENSLAIG00005001635",7.92068308977102,11.2695952439593,24.0971273861817,10.7695572731121,2.80283880416448,10.8361887359733,25.1318627039569,6.65598448195367,6.09670714273129,15.0670554344562,3.34717705401107,22.1273857994574
"ENSLAIG00005001636",155.495515393926,185.478755056831,156.975572687127,178.034243671134,189.658759081797,145.204929062042,245.933227888721,193.023549976656,164.611092853745,266.184646008727,209.198565875692,165.104340195951
"ENSLAIG00005001637",168.001857114617,138.991674675498,145.959743024872,141.013890544811,129.864864592954,137.98080323806,179.513305028263,229.631464627402,155.466032139648,237.306123092686,160.664498592531,120.849568597037
"ENSLAIG00005001638",0,0,0,0,0,0,3.59026610056527,0,0,0,0,0
"ENSLAIG00005001641",615.728890715357,717.49756386541,1151.15419970559,659.9719316429,680.622689611275,827.884819428357,746.775348917575,702.206362846112,829.152171411455,778.464530780239,550.61062538482,646.800507984139
"ENSLAIG00005001642",0,0.469566468498305,0,0,0.934279601388161,0,7.18053220113053,0,0,2.5111759057427,0,6.80842639983304
"ENSLAIG00005001644",197.600199186919,169.983061596387,167.30291299549,163.899199750174,166.768908847787,216.001362137067,147.200910123176,379.391115471359,176.804507139207,105.469388041194,406.682012062345,265.528629593489
"ENSLAIG00005001645",912.129189495736,1063.09848468016,996.932584434032,795.93759221594,1101.51565003664,975.979398819992,770.112078571249,745.470261978811,585.283885702204,783.486882591724,868.592445515872,743.82058418176
"ENSLAIG00005001646",3193.28591934979,3523.62677961128,3198.03304882326,4355.94936830905,3795.5108806394,2912.04511964721,2874.00801350249,3171.57660565092,4554.24023562027,3332.33042692057,2050.14594558178,5298.65784567007
"ENSLAIG00005001647",0,0,0,0,0,0,0,0,0,0,0,0
"ENSLAIG00005001648",0,0,0,0,0,0,16.1561974525437,0,0,5.02235181148541,0,1.70210659995826
"ENSLAIG00005001649",158.41366179542,178.435258029356,146.648232378763,85.4833608553271,326.063580884468,122.087726425299,163.35710757572,79.871813783444,118.88578928326,149.414966391691,38.4925361211273,112.339035597245
"ENSLAIG00005001650",127.147807493693,117.861183593075,224.447529368435,149.764155829215,140.141940208224,221.780662796253,116.683648268371,79.871813783444,100.595667855066,140.625850721591,53.5548328641771,122.551675196995
"ENSLAIG00005001651",90.4625384463321,146.504738171471,119.108658223127,94.9067234693002,151.820435225576,129.311852249281,136.43011182148,222.975480145448,131.079203568723,131.836735051492,150.622967430498,90.2116497977878
"ENSLAIG00005001652",0,0,0,0,0,0,3.59026610056527,0,0,0,0,5.10631979987478
"ENSLAIG00005001653",172.17063768818,122.087281809559,148.713700440436,139.331147220888,99.9679173485332,214.556536972271,61.0345237096095,179.711581012749,76.2088392841411,69.0573374079244,175.726795335581,108.934822397329
"ENSLAIG00005001654",0,0,0,0,3.26997860485856,0,10.7707983016958,0,3.04835357136564,2.5111759057427,0,15.3189593996243
"ENSLAIG00005001655",205.52088227669,140.869940549492,150.090679148218,163.899199750174,134.536262599895,140.870453567652,131.044712670632,149.759650843958,91.4506071409693,102.958212135451,217.566508510719,131.062208196786
"ENSLAIG00005001656",84.626245643343,38.9740168853593,41.9978505873453,52.5015917064214,23.356990034704,53.4585310974681,28.7221288045221,63.2318525785599,88.4022535696037,36.4120506332692,107.109665728354,25.5315989993739
"ENSLAIG00005001657",144.65668590266,145.565605234475,140.451828193745,146.735217846152,140.609080008918,138.703215820458,236.957562637307,209.663511181541,256.061699994714,262.417882150113,214.219331456708,248.507563593906
"ENSLAIG00005001658",78.7899528403538,34.2783522003763,47.5057654184725,50.8188483824976,38.7726034576087,44.0671675262913,48.4685923576311,26.6239379278147,15.2417678568282,36.4120506332692,51.8812443371715,25.5315989993739
"ENSLAIG00005001659",5.4194147456328,3.75653174798644,12.3928083700363,4.03858397741703,8.40851641249345,23.117202636743,7.18053220113053,0,3.04835357136564,13.8114674815849,0,3.40421319991652
"ENSLAIG00005001660",86.7106359301248,104.713322475122,110.846785976436,82.7909715370491,97.1650785443687,122.810139007697,109.503116067241,113.151736193212,124.982496425991,79.1020410308952,80.3322492962656,95.3179695976626
"ENSLAIG00005001662",0,0,0,0,0,0,0,0,0,3.76676385861406,0,0
"ENSLAIG00005001663",1110.14626674001,1048.54192415672,1111.91030653381,1058.10900208326,862.340072081272,1095.8998874981,893.976259040751,782.078176629556,1085.21387140617,695.595725890729,384.925361211273,1271.47363016882
"ENSLAIG00005001664",2.08439028678185,3.28696527948814,0,3.02893798306277,2.3356990034704,2.16723774719465,1.79513305028263,0,0,2.5111759057427,0,0
"ENSLAIG00005001665",0.416878057356369,0,6.88489353890906,0,6.53995720971713,0.722412582398217,32.3123949050874,99.8397672293051,118.88578928326,37.6676385861406,61.9227754992047,100.424289397537
"ENSLAIG00005001666",4023.70700960368,3201.97374868994,3715.08855359533,3807.03849604512,3297.07271329882,3864.18490324806,2123.64239848435,5001.97233818818,4118.32567491499,2487.31973463815,6091.86223830014,4204.2033018969
"ENSLAIG00005001667",236.786736578418,237.600633060142,247.856167400726,216.400791456596,270.941084402567,340.978738891959,446.988129520375,638.974510267552,347.512307135683,389.232265390119,620.901343519053,335.315000191777
"ENSLAIG00005001668",8.75443920448375,14.0869940549492,35.8014464023271,10.0964599435426,15.8827532235987,39.0102794495037,109.503116067241,36.6079146507452,45.7253035704847,90.4023326067374,13.3887082160443,28.9358121992904
"ENSLAIG00005001669",1530.35934855523,918.941578851183,610.690056901234,1247.24935169229,1940.9658718839,677.623002289528,75.3955881118706,206.335518940564,292.641942851102,77.8464530780239,199.157034713658,318.293934192195
"ENSLAIG00005001670",106.720782683231,61.513207373278,46.8172760645816,85.1468121905424,43.9111412652436,47.6792304382823,62.8296567598921,59.903860337583,24.3868285709252,64.034985596439,71.9643066612379,28.9358121992904
"ENSLAIG00005001671",1.25063417206911,3.75653174798644,5.50791483112725,0.336548664784753,5.60567760832897,2.16723774719465,10.7707983016958,6.65598448195367,0,2.5111759057427,8.36794263502767,11.9147461997078
"ENSLAIG00005001672",47.9409765959825,38.9740168853593,66.7834673274179,46.4437157402959,53.2539372791252,65.0171324158396,98.7323177655448,83.1998060244209,91.4506071409693,146.903790485948,13.3887082160443,90.2116497977878
"ENSLAIG00005001673",347.676299835212,364.853146023183,380.04612334778,331.500434812981,332.603538094185,382.156256088657,583.418241341856,382.719107712336,326.173832136124,512.279884771512,480.319907250588,381.27187839065
"ENSLAIG00005001674",0.416878057356369,0.939132936996611,0,0.673097329569505,3.26997860485856,1.44482516479643,3.59026610056527,0,6.09670714273129,2.5111759057427,0,0
"ENSLAIG00005001675",1296.49075837831,1785.29171323056,1363.20892070399,1876.258806175,1757.84707001182,1327.07191386553,919.108121744708,552.446712002155,853.53899998238,822.410109130736,403.334835008334,937.860736577002
"ENSLAIG00005001676",168.418735171973,239.478898934136,265.75689060189,190.149995603385,289.62667643033,327.975312408791,289.016421095504,782.078176629556,533.461874988988,263.673470102984,803.322492962656,542.972005386685
"ENSLAIG00005001677",385.195324997285,352.644417842227,322.213017620944,367.51114194495,354.091968926113,316.416711090419,312.353150749178,352.767177543545,195.094628567401,219.727891752487,269.447752847891,159.998020396076
"ENSLAIG00005001678",258.881273618305,176.556992155363,245.102209985163,201.929198870852,173.308866057504,298.356396530464,258.499159240699,232.959456868378,176.804507139207,257.395530338627,286.183638117946,178.721192995617
"ENSLAIG00005001679",2.08439028678185,7.98262996447119,0,1.34619465913901,36.9040442548323,0,3.59026610056527,0,0,2.5111759057427,0,1.70210659995826
"ENSLAIG00005001680",85.4600017580557,87.8089296091831,111.535275330327,73.3676089230761,93.4279601388161,127.144614502086,73.6004550615879,56.5758680966062,70.1121321414098,60.2682217378249,51.8812443371715,93.6158629977043
"ENSLAIG00005001682",16.2582442368984,20.1913581454271,30.2935315711999,26.5873445179955,23.8241298353981,42.6223423614948,253.113760089851,149.759650843958,106.692374997798,279.996113490312,125.519139525415,202.550685395033
"ENSLAIG00005001683",0.833756114712738,0,0,0.336548664784753,0,0,12.5659313519784,0,0,5.02235181148541,0,0
"ENSLAIG00005001684",0,0.939132936996611,0,0,3.26997860485856,0,3.59026610056527,9.98397672293051,0,5.02235181148541,0,0
"ENSLAIG00005001685",164.666832655766,126.782946494542,232.020912261235,140.677341880027,134.536262599895,195.051397247519,227.981897385894,302.847293928892,173.756153567842,239.817298998428,261.079810212863,85.105329997913
"ENSLAIG00005001689",0,0,0,0.336548664784753,0,0,10.7707983016958,0,0,8.78911567009947,0,13.6168527996661
"ENSLAIG00005001690",176.339418261744,249.809361241098,104.650381791418,208.660172166547,284.488138622695,127.144614502086,561.876644738464,229.631464627402,344.463953564318,571.292518556465,418.397131751383,537.86568558681
"ENSLAIG00005001691",2.91814640149458,6.10436409047797,4.13093612334544,7.40407062526456,7.94137661179937,2.16723774719465,3.59026610056527,0,3.04835357136564,0,0,0
