HMEL012263g2.t1	HMEL012263g2	HMEL012263g2
HMEL012263g1.t1	HMEL012263g1	HMEL012263g1
HMEL035053g1.t1	HMEL035053g1	HMEL035053g1
HMEL006222g1.t1	HMEL006222g1	HMEL006222g1
HMEL006223g1.t1	HMEL006223g1	HMEL006223g1
HMEL035048g1.t1	HMEL035048g1	HMEL035048g1
HMEL003827g1.t1	HMEL003827g1	HMEL003827g1
HMEL003826g1.t1	HMEL003826g1	HMEL003826g1
HMEL003821g1.t1	HMEL003821g1	HMEL003821g1
HMEL003820g1.t1	HMEL003820g1	HMEL003820g1
HMEL003820g1.t2	HMEL003820g1	HMEL003820g1
HMEL003820g1.t3	HMEL003820g1	HMEL003820g1
HMEL003817g4.t1	HMEL003817g4	HMEL003817g4
HMEL003817g3.t1	HMEL003817g3	HMEL003817g3
HMEL003817g1.t1	HMEL003817g1	HMEL003817g1
HMEL004985g1.t1	HMEL004985g1	HMEL004985g1
HMEL035044g1.t1	HMEL035044g1	HMEL035044g1
HMEL007733g2.t1	HMEL007733g2	HMEL007733g2
HMEL007733g2.t2	HMEL007733g2	HMEL007733g2
HMEL007733g1.t1	HMEL007733g1	HMEL007733g1
HMEL007730g2.t1	HMEL007730g2	HMEL007730g2
HMEL007730g1.t1	HMEL007730g1	HMEL007730g1
HMEL007729g1.t1	HMEL007729g1	HMEL007729g1
HMEL007728g1.t1	HMEL007728g1	HMEL007728g1
HMEL007725g1.t1	HMEL007725g1	HMEL007725g1
HMEL035043g1.t1	HMEL035043g1	HMEL035043g1
HMEL007718g2.t1	HMEL007718g2	HMEL007718g2
HMEL007718g1.t1	HMEL007718g1	HMEL007718g1
HMEL035036g1.t1	HMEL035036g1	HMEL035036g1
HMEL012521g1.t1	HMEL012521g1	HMEL012521g1
HMEL012524g2.t1	HMEL012524g2	HMEL012524g2
HMEL035028g1.t1	HMEL035028g1	HMEL035028g1
HMEL035027g1.t1	HMEL035027g1	HMEL035027g1
HMEL012531g1.t1	HMEL012531g1	HMEL012531g1
HMEL012533g1.t1	HMEL012533g1	HMEL012533g1
HMEL012536g5.t1	HMEL012536g5	HMEL012536g5
HMEL012536g4.t1	HMEL012536g4	HMEL012536g4
HMEL012536g3.t1	HMEL012536g3	HMEL012536g3
HMEL012537g1.t1	HMEL012537g1	HMEL012537g1
HMEL012539g1.t1	HMEL012539g1	HMEL012539g1
HMEL012539g1.t2	HMEL012539g1	HMEL012539g1
HMEL012541g1.t1	HMEL012541g1	HMEL012541g1
HMEL012541g1.t2	HMEL012541g1	HMEL012541g1
HMEL012541g1.t3	HMEL012541g1	HMEL012541g1
HMEL012544g1.t1	HMEL012544g1	HMEL012544g1
HMEL012545g1.t1	HMEL012545g1	HMEL012545g1
HMEL012547g1.t1	HMEL012547g1	HMEL012547g1
HMEL012551g1.t1	HMEL012551g1	HMEL012551g1
HMEL012552g1.t1	HMEL012552g1	HMEL012552g1
HMEL012555g2.t1	HMEL012555g2	HMEL012555g2
HMEL012555g1.t1	HMEL012555g1	HMEL012555g1
HMEL012561g1.t1	HMEL012561g1	HMEL012561g1
HMEL012562g1.t1	HMEL012562g1	HMEL012562g1
HMEL012563g3.t1	HMEL012563g3	HMEL012563g3
HMEL012563g2.t1	HMEL012563g2	HMEL012563g2
HMEL012563g1.t1	HMEL012563g1	HMEL012563g1
HMEL031412g1.t1	HMEL031412g1	HMEL031412g1
HMEL012565g4.t1	HMEL012565g4	HMEL012565g4
HMEL012565g3.t1	HMEL012565g3	HMEL012565g3
HMEL012565g2.t1	HMEL012565g2	HMEL012565g2
HMEL035019g1.t1	HMEL035019g1	HMEL035019g1
HMEL012567g1.t1	HMEL012567g1	HMEL012567g1
HMEL017062g1.t1	HMEL017062g1	HMEL017062g1
HMEL017060g1.t1	HMEL017060g1	HMEL017060g1
HMEL035011g1.t1	HMEL035011g1	HMEL035011g1
HMEL017059g1.t1	HMEL017059g1	HMEL017059g1
HMEL035008g1.t1	HMEL035008g1	HMEL035008g1
HMEL035008g1.t2	HMEL035008g1	HMEL035008g1
HMEL035007g1.t1	HMEL035007g1	HMEL035007g1
HMEL035006g1.t1	HMEL035006g1	HMEL035006g1
HMEL035005g1.t1	HMEL035005g1	HMEL035005g1
HMEL035004g1.t1	HMEL035004g1	HMEL035004g1
HMEL017044g1.t1	HMEL017044g1	HMEL017044g1
HMEL017044g1.t2	HMEL017044g1	HMEL017044g1
HMEL017042g1.t1	HMEL017042g1	HMEL017042g1
HMEL017041g2.t1	HMEL017041g2	HMEL017041g2
HMEL035003g1.t1	HMEL035003g1	HMEL035003g1
HMEL034079g1.t1	HMEL034079g1	HMEL034079g1
HMEL035002g1.t1	HMEL035002g1	HMEL035002g1
HMEL035000g1.t1	HMEL035000g1	HMEL035000g1
HMEL017039g1.t1	HMEL017039g1	HMEL017039g1
